depth,Stmax,Stavg,EndP,MaxP,MaxV,RanV,RtUp,RtDn,TINDVI,Easting_32632,Northing_32632,elev,asp,slo,tri,Al05Fe
0.150000,182.500000,130.900000,20.000000,13.000000,0.903686,0.318674,0.052917,0.045525,2.601344,362942.539336,4926199.983265,830.000000,75.465546,34.865814,5.625000,0.242751
0.300000,182.500000,130.900000,20.000000,13.000000,0.903686,0.318674,0.052917,0.045525,2.601344,362942.539336,4926199.983265,830.000000,75.465546,34.865814,5.625000,0.183389
0.440000,182.500000,130.900000,20.000000,13.000000,0.903686,0.318674,0.052917,0.045525,2.601344,362942.539336,4926199.983265,830.000000,75.465546,34.865814,5.625000,0.165456
0.050000,183.900000,141.200000,20.000000,13.000000,0.856373,0.271001,0.043398,0.038714,2.167385,441065.122381,4925670.692681,506.000000,135.000000,6.187184,1.125000,0.277271
0.150000,183.900000,141.200000,20.000000,13.000000,0.856373,0.271001,0.043398,0.038714,2.167385,441065.122381,4925670.692681,506.000000,135.000000,6.187184,1.125000,0.459808
0.300000,183.900000,141.200000,20.000000,13.000000,0.856373,0.271001,0.043398,0.038714,2.167385,441065.122381,4925670.692681,506.000000,135.000000,6.187184,1.125000,0.424488
0.600000,183.900000,141.200000,20.000000,13.000000,0.856373,0.271001,0.043398,0.038714,2.167385,441065.122381,4925670.692681,506.000000,135.000000,6.187184,1.125000,0.321709
0.050000,161.900000,117.900000,20.000000,14.000000,0.900208,0.198207,0.033035,0.030671,1.445131,488955.658065,4925659.833256,628.000000,101.309937,63.737743,10.000000,0.787267
0.150000,161.900000,117.900000,20.000000,14.000000,0.900208,0.198207,0.033035,0.030671,1.445131,488955.658065,4925659.833256,628.000000,101.309937,63.737743,10.000000,0.861832
0.300000,161.900000,117.900000,20.000000,14.000000,0.900208,0.198207,0.033035,0.030671,1.445131,488955.658065,4925659.833256,628.000000,101.309937,63.737743,10.000000,0.895593
0.050000,134.800000,96.300000,20.000000,14.000000,0.937183,0.261295,0.041619,0.043549,1.931988,521933.960791,4925718.304403,979.000000,141.225830,48.902008,7.500000,0.358071
0.150000,134.800000,96.300000,20.000000,14.000000,0.937183,0.261295,0.041619,0.043549,1.931988,521933.960791,4925718.304403,979.000000,141.225830,48.902008,7.500000,0.385223
0.300000,134.800000,96.300000,20.000000,14.000000,0.937183,0.261295,0.041619,0.043549,1.931988,521933.960791,4925718.304403,979.000000,141.225830,48.902008,7.500000,0.501397
0.500000,134.800000,96.300000,20.000000,14.000000,0.937183,0.261295,0.041619,0.043549,1.931988,521933.960791,4925718.304403,979.000000,141.225830,48.902008,7.500000,0.373753
0.050000,106.800000,72.700000,20.000000,14.000000,0.947102,0.351837,0.050262,0.055334,2.785702,536954.025407,4925817.178253,1422.000000,357.878906,50.659710,7.750000,1.390288
0.150000,106.800000,72.700000,20.000000,14.000000,0.947102,0.351837,0.050262,0.055334,2.785702,536954.025407,4925817.178253,1422.000000,357.878906,50.659710,7.750000,1.614712
0.300000,106.800000,72.700000,20.000000,14.000000,0.947102,0.351837,0.050262,0.055334,2.785702,536954.025407,4925817.178253,1422.000000,357.878906,50.659710,7.750000,1.744377
0.600000,106.800000,72.700000,20.000000,14.000000,0.947102,0.351837,0.050262,0.055334,2.785702,536954.025407,4925817.178253,1422.000000,357.878906,50.659710,7.750000,1.735407
0.050000,183.300000,138.300000,20.000000,14.000000,0.731072,0.204136,0.034023,0.033481,1.531280,554891.447537,4925758.730137,447.000000,45.000000,3.535534,0.500000,0.520234
0.150000,183.300000,138.300000,20.000000,14.000000,0.731072,0.204136,0.034023,0.033481,1.531280,554891.447537,4925758.730137,447.000000,45.000000,3.535534,0.500000,0.454494
0.300000,183.300000,138.300000,20.000000,14.000000,0.731072,0.204136,0.034023,0.033481,1.531280,554891.447537,4925758.730137,447.000000,45.000000,3.535534,0.500000,0.434843
0.525000,183.300000,138.300000,20.000000,14.000000,0.731072,0.204136,0.034023,0.033481,1.531280,554891.447537,4925758.730137,447.000000,45.000000,3.535534,0.500000,0.356574
0.050000,124.400000,88.700000,20.000000,14.000000,0.926829,0.328547,0.052056,0.054758,2.423010,569891.303081,4925779.231592,1104.000000,29.054604,32.173843,5.250000,0.546484
0.150000,124.400000,88.700000,20.000000,14.000000,0.926829,0.328547,0.052056,0.054758,2.423010,569891.303081,4925779.231592,1104.000000,29.054604,32.173843,5.250000,0.601580
0.300000,124.400000,88.700000,20.000000,14.000000,0.926829,0.328547,0.052056,0.054758,2.423010,569891.303081,4925779.231592,1104.000000,29.054604,32.173843,5.250000,0.710276
0.600000,124.400000,88.700000,20.000000,14.000000,0.926829,0.328547,0.052056,0.054758,2.423010,569891.303081,4925779.231592,1104.000000,29.054604,32.173843,5.250000,0.651945
0.300000,175.900000,130.100000,20.000000,13.000000,0.760265,0.164734,0.027311,0.023533,1.343517,602922.095112,4925786.120803,515.000000,105.395546,44.730095,7.125000,0.131502
0.050000,175.900000,130.100000,20.000000,13.000000,0.760265,0.164734,0.027311,0.023533,1.343517,602922.095112,4925786.120803,515.000000,105.395546,44.730095,7.125000,0.158020
0.150000,175.900000,130.100000,20.000000,13.000000,0.760265,0.164734,0.027311,0.023533,1.343517,602922.095112,4925786.120803,515.000000,105.395546,44.730095,7.125000,0.173161
0.050000,181.100000,136.300000,20.000000,14.000000,0.903237,0.305201,0.046669,0.050867,2.212535,392978.879477,4907581.505680,666.000000,1.847610,19.385078,2.875000,0.427654
0.150000,181.100000,136.300000,20.000000,14.000000,0.903237,0.305201,0.046669,0.050867,2.212535,392978.879477,4907581.505680,666.000000,1.847610,19.385078,2.875000,0.415973
0.300000,181.100000,136.300000,20.000000,14.000000,0.903237,0.305201,0.046669,0.050867,2.212535,392978.879477,4907581.505680,666.000000,1.847610,19.385078,2.875000,0.370232
0.520000,181.100000,136.300000,20.000000,14.000000,0.903237,0.305201,0.046669,0.050867,2.212535,392978.879477,4907581.505680,666.000000,1.847610,19.385078,2.875000,0.393503
0.050000,174.600000,133.700000,20.000000,14.000000,0.914871,0.278136,0.041681,0.046356,1.997074,425950.662626,4907834.801395,695.000000,204.443954,22.655712,3.625000,0.192409
0.150000,174.600000,133.700000,20.000000,14.000000,0.914871,0.278136,0.041681,0.046356,1.997074,425950.662626,4907834.801395,695.000000,204.443954,22.655712,3.625000,0.189421
0.300000,174.600000,133.700000,20.000000,14.000000,0.914871,0.278136,0.041681,0.046356,1.997074,425950.662626,4907834.801395,695.000000,204.443954,22.655712,3.625000,0.207094
0.440000,174.600000,133.700000,20.000000,14.000000,0.914871,0.278136,0.041681,0.046356,1.997074,425950.662626,4907834.801395,695.000000,204.443954,22.655712,3.625000,0.160558
0.050000,182.000000,140.500000,20.000000,14.000000,0.902716,0.292488,0.041784,0.043634,2.249658,441079.244300,4907650.125118,559.000000,143.746155,23.251345,3.750000,0.058335
0.150000,182.000000,140.500000,20.000000,14.000000,0.902716,0.292488,0.041784,0.043634,2.249658,441079.244300,4907650.125118,559.000000,143.746155,23.251345,3.750000,0.075296
0.300000,182.000000,140.500000,20.000000,14.000000,0.902716,0.292488,0.041784,0.043634,2.249658,441079.244300,4907650.125118,559.000000,143.746155,23.251345,3.750000,0.061382
0.600000,182.000000,140.500000,20.000000,14.000000,0.902716,0.292488,0.041784,0.043634,2.249658,441079.244300,4907650.125118,559.000000,143.746155,23.251345,3.750000,0.167751
0.050000,177.600000,135.500000,23.000000,17.000000,0.730169,0.028342,0.004354,0.004724,0.205915,537011.467236,4907890.532762,598.000000,271.684692,42.518379,6.375000,0.328688
0.150000,177.600000,135.500000,23.000000,17.000000,0.730169,0.028342,0.004354,0.004724,0.205915,537011.467236,4907890.532762,598.000000,271.684692,42.518379,6.375000,0.401860
0.300000,177.600000,135.500000,23.000000,17.000000,0.730169,0.028342,0.004354,0.004724,0.205915,537011.467236,4907890.532762,598.000000,271.684692,42.518379,6.375000,0.375606
0.600000,177.600000,135.500000,23.000000,17.000000,0.730169,0.028342,0.004354,0.004724,0.205915,537011.467236,4907890.532762,598.000000,271.684692,42.518379,6.375000,0.277765
0.050000,188.600000,145.600000,21.000000,14.000000,0.898066,0.245951,0.037210,0.035136,1.906215,554909.927217,4907800.353270,487.000000,114.304550,42.518379,6.750000,0.145466
0.150000,188.600000,145.600000,21.000000,14.000000,0.898066,0.245951,0.037210,0.035136,1.906215,554909.927217,4907800.353270,487.000000,114.304550,42.518379,6.750000,0.205084
0.300000,188.600000,145.600000,21.000000,14.000000,0.898066,0.245951,0.037210,0.035136,1.906215,554909.927217,4907800.353270,487.000000,114.304550,42.518379,6.750000,0.341100
0.600000,188.600000,145.600000,21.000000,14.000000,0.898066,0.245951,0.037210,0.035136,1.906215,554909.927217,4907800.353270,487.000000,114.304550,42.518379,6.750000,0.309200
0.050000,130.600000,94.800000,20.000000,14.000000,0.920996,0.325599,0.050846,0.054266,2.384419,617895.520132,4907922.830078,1074.000000,283.392517,13.491896,2.250000,0.343583
0.150000,130.600000,94.800000,20.000000,14.000000,0.920996,0.325599,0.050846,0.054266,2.384419,617895.520132,4907922.830078,1074.000000,283.392517,13.491896,2.250000,0.333416
0.300000,130.600000,94.800000,20.000000,14.000000,0.920996,0.325599,0.050846,0.054266,2.384419,617895.520132,4907922.830078,1074.000000,283.392517,13.491896,2.250000,0.326672
0.525000,130.600000,94.800000,20.000000,14.000000,0.920996,0.325599,0.050846,0.054266,2.384419,617895.520132,4907922.830078,1074.000000,283.392517,13.491896,2.250000,0.292546
0.050000,141.600000,103.800000,20.000000,14.000000,0.938210,0.320529,0.050669,0.053421,2.361240,632879.478100,4907778.017858,1017.000000,262.405334,37.831863,5.875000,0.265844
0.150000,141.600000,103.800000,20.000000,14.000000,0.938210,0.320529,0.050669,0.053421,2.361240,632879.478100,4907778.017858,1017.000000,262.405334,37.831863,5.875000,0.222558
0.300000,141.600000,103.800000,20.000000,14.000000,0.938210,0.320529,0.050669,0.053421,2.361240,632879.478100,4907778.017858,1017.000000,262.405334,37.831863,5.875000,0.206011
0.050000,141.400000,103.600000,20.000000,14.000000,0.914971,0.320287,0.049653,0.053381,2.337270,425892.065200,4892838.675520,1176.000000,203.749496,51.211876,8.125000,0.326314
0.150000,141.400000,103.600000,20.000000,14.000000,0.914971,0.320287,0.049653,0.053381,2.337270,425892.065200,4892838.675520,1176.000000,203.749496,51.211876,8.125000,0.317204
0.300000,141.400000,103.600000,20.000000,14.000000,0.914971,0.320287,0.049653,0.053381,2.337270,425892.065200,4892838.675520,1176.000000,203.749496,51.211876,8.125000,0.392310
0.455000,141.400000,103.600000,20.000000,14.000000,0.914971,0.320287,0.049653,0.053381,2.337270,425892.065200,4892838.675520,1176.000000,203.749496,51.211876,8.125000,0.521844
0.050000,218.900000,171.400000,20.000000,14.000000,0.800075,0.107607,0.015372,0.016765,0.847552,569912.208327,4892761.830791,100.000000,356.987213,11.891436,1.750000,0.231209
0.150000,218.900000,171.400000,20.000000,14.000000,0.800075,0.107607,0.015372,0.016765,0.847552,569912.208327,4892761.830791,100.000000,356.987213,11.891436,1.750000,0.244516
0.300000,218.900000,171.400000,20.000000,14.000000,0.800075,0.107607,0.015372,0.016765,0.847552,569912.208327,4892761.830791,100.000000,356.987213,11.891436,1.750000,0.237965
0.050000,127.100000,92.800000,20.000000,14.000000,0.917553,0.317881,0.052741,0.052980,2.398217,617901.868657,4892768.832188,1194.000000,179.028976,36.880295,5.750000,0.276787
0.150000,127.100000,92.800000,20.000000,14.000000,0.917553,0.317881,0.052741,0.052980,2.398217,617901.868657,4892768.832188,1194.000000,179.028976,36.880295,5.750000,0.333435
0.300000,127.100000,92.800000,20.000000,14.000000,0.917553,0.317881,0.052741,0.052980,2.398217,617901.868657,4892768.832188,1194.000000,179.028976,36.880295,5.750000,0.533179
0.600000,127.100000,92.800000,20.000000,14.000000,0.917553,0.317881,0.052741,0.052980,2.398217,617901.868657,4892768.832188,1194.000000,179.028976,36.880295,5.750000,0.683936
0.050000,196.900000,153.600000,20.000000,13.000000,0.907281,0.261094,0.043087,0.037299,2.123813,410968.389386,4877903.243513,439.000000,28.495640,74.671158,12.000000,0.080756
0.150000,196.900000,153.600000,20.000000,13.000000,0.907281,0.261094,0.043087,0.037299,2.123813,410968.389386,4877903.243513,439.000000,28.495640,74.671158,12.000000,0.059043
0.300000,196.900000,153.600000,20.000000,13.000000,0.907281,0.261094,0.043087,0.037299,2.123813,410968.389386,4877903.243513,439.000000,28.495640,74.671158,12.000000,0.053979
0.420000,196.900000,153.600000,20.000000,13.000000,0.907281,0.261094,0.043087,0.037299,2.123813,410968.389386,4877903.243513,439.000000,28.495640,74.671158,12.000000,0.053235
0.050000,212.100000,167.200000,20.000000,13.000000,0.864041,0.114158,0.018726,0.016308,0.925451,426054.834511,4877655.286466,360.000000,49.356976,93.076752,16.375000,0.176427
0.150000,212.100000,167.200000,20.000000,13.000000,0.864041,0.114158,0.018726,0.016308,0.925451,426054.834511,4877655.286466,360.000000,49.356976,93.076752,16.375000,0.166359
0.300000,212.100000,167.200000,20.000000,13.000000,0.864041,0.114158,0.018726,0.016308,0.925451,426054.834511,4877655.286466,360.000000,49.356976,93.076752,16.375000,0.151225
0.600000,212.100000,167.200000,20.000000,13.000000,0.864041,0.114158,0.018726,0.016308,0.925451,426054.834511,4877655.286466,360.000000,49.356976,93.076752,16.375000,0.168613
0.050000,149.200000,111.600000,21.000000,14.000000,0.918845,0.334609,0.051170,0.047801,2.608621,665910.932308,4877751.896793,812.000000,187.431412,57.987068,8.625000,0.524681
0.150000,149.200000,111.600000,21.000000,14.000000,0.918845,0.334609,0.051170,0.047801,2.608621,665910.932308,4877751.896793,812.000000,187.431412,57.987068,8.625000,0.519283
0.300000,149.200000,111.600000,21.000000,14.000000,0.918845,0.334609,0.051170,0.047801,2.608621,665910.932308,4877751.896793,812.000000,187.431412,57.987068,8.625000,0.544742
0.600000,149.200000,111.600000,21.000000,14.000000,0.918845,0.334609,0.051170,0.047801,2.608621,665910.932308,4877751.896793,812.000000,187.431412,57.987068,8.625000,0.521245
0.050000,191.900000,143.700000,20.000000,14.000000,0.853596,0.176137,0.029356,0.028479,1.311964,680900.953633,4877775.114339,475.000000,45.000000,6.187184,1.125000,0.104682
0.140000,191.900000,143.700000,20.000000,14.000000,0.853596,0.176137,0.029356,0.028479,1.311964,680900.953633,4877775.114339,475.000000,45.000000,6.187184,1.125000,0.100721
0.290000,191.900000,143.700000,20.000000,14.000000,0.853596,0.176137,0.029356,0.028479,1.311964,680900.953633,4877775.114339,475.000000,45.000000,6.187184,1.125000,0.101294
0.050000,141.000000,105.700000,20.000000,13.000000,0.915805,0.302215,0.047930,0.043174,2.403995,698923.011338,4877830.316057,925.000000,30.618607,35.586601,7.125000,0.399472
0.150000,141.000000,105.700000,20.000000,13.000000,0.915805,0.302215,0.047930,0.043174,2.403995,698923.011338,4877830.316057,925.000000,30.618607,35.586601,7.125000,0.430578
0.300000,141.000000,105.700000,20.000000,13.000000,0.915805,0.302215,0.047930,0.043174,2.403995,698923.011338,4877830.316057,925.000000,30.618607,35.586601,7.125000,0.387817
0.600000,141.000000,105.700000,20.000000,13.000000,0.915805,0.302215,0.047930,0.043174,2.403995,698923.011338,4877830.316057,925.000000,30.618607,35.586601,7.125000,0.390945
0.050000,189.000000,139.500000,20.000000,13.000000,0.792022,0.254609,0.041108,0.036373,2.045645,749108.082026,4860346.126850,466.000000,245.432831,48.104702,8.000000,0.149258
0.150000,189.000000,139.500000,20.000000,13.000000,0.792022,0.254609,0.041108,0.036373,2.045645,749108.082026,4860346.126850,466.000000,245.432831,48.104702,8.000000,0.132723
0.325000,189.000000,139.500000,20.000000,13.000000,0.792022,0.254609,0.041108,0.036373,2.045645,749108.082026,4860346.126850,466.000000,245.432831,48.104702,8.000000,0.122934
0.050000,196.300000,149.700000,20.000000,14.000000,0.642516,0.106943,0.015278,0.017820,0.874705,779048.558990,4862587.887275,439.000000,203.039429,59.088123,8.750000,0.038898
0.150000,196.300000,149.700000,20.000000,14.000000,0.642516,0.106943,0.015278,0.017820,0.874705,779048.558990,4862587.887275,439.000000,203.039429,59.088123,8.750000,0.035424
0.300000,196.300000,149.700000,20.000000,14.000000,0.642516,0.106943,0.015278,0.017820,0.874705,779048.558990,4862587.887275,439.000000,203.039429,59.088123,8.750000,0.031514
0.600000,196.300000,149.700000,20.000000,14.000000,0.642516,0.106943,0.015278,0.017820,0.874705,779048.558990,4862587.887275,439.000000,203.039429,59.088123,8.750000,0.022444
0.050000,186.500000,139.700000,21.000000,14.000000,0.794998,0.112278,0.017654,0.016040,0.888861,680902.028276,4859774.531524,625.000000,131.531769,58.443348,8.250000,0.286624
0.150000,186.500000,139.700000,21.000000,14.000000,0.794998,0.112278,0.017654,0.016040,0.888861,680902.028276,4859774.531524,625.000000,131.531769,58.443348,8.250000,0.326009
0.300000,186.500000,139.700000,21.000000,14.000000,0.794998,0.112278,0.017654,0.016040,0.888861,680902.028276,4859774.531524,625.000000,131.531769,58.443348,8.250000,0.338654
0.050000,166.800000,123.600000,21.000000,15.000000,0.857339,0.237346,0.033907,0.038737,1.918593,713935.993823,4844758.716307,780.000000,147.339081,28.953087,4.625000,0.197243
0.150000,166.800000,123.600000,21.000000,15.000000,0.857339,0.237346,0.033907,0.038737,1.918593,713935.993823,4844758.716307,780.000000,147.339081,28.953087,4.625000,0.212487
0.265000,166.800000,123.600000,21.000000,15.000000,0.857339,0.237346,0.033907,0.038737,1.918593,713935.993823,4844758.716307,780.000000,147.339081,28.953087,4.625000,0.183943
0.050000,228.600000,172.400000,20.000000,14.000000,0.838148,0.115970,0.019328,0.017968,0.846047,650893.503596,4829793.495870,125.000000,61.699242,27.684044,5.125000,0.124726
0.150000,228.600000,172.400000,20.000000,14.000000,0.838148,0.115970,0.019328,0.017968,0.846047,650893.503596,4829793.495870,125.000000,61.699242,27.684044,5.125000,0.086425
0.300000,228.600000,172.400000,20.000000,14.000000,0.838148,0.115970,0.019328,0.017968,0.846047,650893.503596,4829793.495870,125.000000,61.699242,27.684044,5.125000,0.081674
0.600000,228.600000,172.400000,20.000000,14.000000,0.838148,0.115970,0.019328,0.017968,0.846047,650893.503596,4829793.495870,125.000000,61.699242,27.684044,5.125000,0.062115
0.050000,209.600000,154.900000,20.000000,14.000000,0.849469,0.213425,0.030489,0.034246,1.708822,698877.075042,4811777.835701,437.000000,315.000000,84.852814,15.000000,0.175126
0.150000,209.600000,154.900000,20.000000,14.000000,0.849469,0.213425,0.030489,0.034246,1.708822,698877.075042,4811777.835701,437.000000,315.000000,84.852814,15.000000,0.153851
0.300000,209.600000,154.900000,20.000000,14.000000,0.849469,0.213425,0.030489,0.034246,1.708822,698877.075042,4811777.835701,437.000000,315.000000,84.852814,15.000000,0.137753
0.050000,211.200000,152.700000,20.000000,14.000000,0.775365,0.142587,0.020370,0.021547,1.104398,713912.367263,4811713.213234,350.000000,30.256435,34.731110,7.000000,0.241215
0.150000,211.200000,152.700000,20.000000,14.000000,0.775365,0.142587,0.020370,0.021547,1.104398,713912.367263,4811713.213234,350.000000,30.256435,34.731110,7.000000,0.243267
0.300000,211.200000,152.700000,20.000000,14.000000,0.775365,0.142587,0.020370,0.021547,1.104398,713912.367263,4811713.213234,350.000000,30.256435,34.731110,7.000000,0.218645
0.050000,185.600000,138.300000,20.000000,14.000000,0.834141,0.207923,0.032070,0.034654,1.513595,767564.534090,4813567.716201,625.000000,301.675476,34.516754,4.750000,0.312495
0.150000,185.600000,138.300000,20.000000,14.000000,0.834141,0.207923,0.032070,0.034654,1.513595,767564.534090,4813567.716201,625.000000,301.675476,34.516754,4.750000,0.267379
0.300000,185.600000,138.300000,20.000000,14.000000,0.834141,0.207923,0.032070,0.034654,1.513595,767564.534090,4813567.716201,625.000000,301.675476,34.516754,4.750000,0.224691
0.050000,189.700000,140.000000,20.000000,13.000000,0.875872,0.187794,0.030691,0.026828,1.519199,753688.259134,4797490.963046,625.000000,326.888672,51.485737,8.625000,0.315163
0.150000,189.700000,140.000000,20.000000,13.000000,0.875872,0.187794,0.030691,0.026828,1.519199,753688.259134,4797490.963046,625.000000,326.888672,51.485737,8.625000,0.277763
0.300000,189.700000,140.000000,20.000000,13.000000,0.875872,0.187794,0.030691,0.026828,1.519199,753688.259134,4797490.963046,625.000000,326.888672,51.485737,8.625000,0.288284
0.575000,189.700000,140.000000,20.000000,13.000000,0.875872,0.187794,0.030691,0.026828,1.519199,753688.259134,4797490.963046,625.000000,326.888672,51.485737,8.625000,0.225180
0.300000,204.500000,152.500000,19.000000,13.000000,0.747559,0.135788,0.022631,0.021919,1.010604,768654.904626,4798593.448957,288.000000,7.125015,10.077822,2.375000,0.198946
0.050000,204.500000,152.500000,19.000000,13.000000,0.747559,0.135788,0.022631,0.021919,1.010604,768654.904626,4798593.448957,288.000000,7.125015,10.077822,2.375000,0.223557
0.150000,204.500000,152.500000,19.000000,13.000000,0.747559,0.135788,0.022631,0.021919,1.010604,768654.904626,4798593.448957,288.000000,7.125015,10.077822,2.375000,0.207529
0.050000,192.000000,147.500000,19.000000,13.000000,0.886300,0.260694,0.043449,0.038305,1.854539,816568.334772,4802086.888107,625.000000,0.000000,92.500000,13.875000,0.257429
0.150000,192.000000,147.500000,19.000000,13.000000,0.886300,0.260694,0.043449,0.038305,1.854539,816568.334772,4802086.888107,625.000000,0.000000,92.500000,13.875000,0.291583
0.300000,192.000000,147.500000,19.000000,13.000000,0.886300,0.260694,0.043449,0.038305,1.854539,816568.334772,4802086.888107,625.000000,0.000000,92.500000,13.875000,0.258649
0.600000,192.000000,147.500000,19.000000,13.000000,0.886300,0.260694,0.043449,0.038305,1.854539,816568.334772,4802086.888107,625.000000,0.000000,92.500000,13.875000,0.118568
0.150000,157.300000,118.400000,20.000000,14.000000,0.903984,0.317482,0.045355,0.052105,2.574461,831763.935364,4803093.446590,875.000000,1.169136,61.262753,9.125000,0.814865
0.050000,157.300000,118.400000,20.000000,14.000000,0.903984,0.317482,0.045355,0.052105,2.574461,831763.935364,4803093.446590,875.000000,1.169136,61.262753,9.125000,0.422856
0.300000,157.300000,118.400000,20.000000,14.000000,0.903984,0.317482,0.045355,0.052105,2.574461,831763.935364,4803093.446590,875.000000,1.169136,61.262753,9.125000,0.683492
0.600000,157.300000,118.400000,20.000000,14.000000,0.903984,0.317482,0.045355,0.052105,2.574461,831763.935364,4803093.446590,875.000000,1.169136,61.262753,9.125000,0.611492
0.050000,226.300000,176.300000,6.000000,1.000000,0.737253,0.011714,0.001952,0.001890,0.073570,632929.440239,4781762.891755,125.000000,270.939209,38.130123,5.500000,0.367770
0.150000,226.300000,176.300000,6.000000,1.000000,0.737253,0.011714,0.001952,0.001890,0.073570,632929.440239,4781762.891755,125.000000,270.939209,38.130123,5.500000,0.363531
0.300000,226.300000,176.300000,6.000000,1.000000,0.737253,0.011714,0.001952,0.001890,0.073570,632929.440239,4781762.891755,125.000000,270.939209,38.130123,5.500000,0.318047
0.515000,226.300000,176.300000,6.000000,1.000000,0.737253,0.011714,0.001952,0.001890,0.073570,632929.440239,4781762.891755,125.000000,270.939209,38.130123,5.500000,0.250934
0.050000,210.200000,160.600000,20.000000,14.000000,0.825762,0.225894,0.032271,0.034428,1.757817,665909.004805,4781777.280735,439.000000,294.443970,22.655712,3.750000,0.164950
0.150000,210.200000,160.600000,20.000000,14.000000,0.825762,0.225894,0.032271,0.034428,1.757817,665909.004805,4781777.280735,439.000000,294.443970,22.655712,3.750000,0.147255
0.300000,210.200000,160.600000,20.000000,14.000000,0.825762,0.225894,0.032271,0.034428,1.757817,665909.004805,4781777.280735,439.000000,294.443970,22.655712,3.750000,0.092777
0.600000,210.200000,160.600000,20.000000,14.000000,0.825762,0.225894,0.032271,0.034428,1.757817,665909.004805,4781777.280735,439.000000,294.443970,22.655712,3.750000,0.105554
0.290000,204.100000,153.200000,20.000000,13.000000,0.753713,0.165100,0.026538,0.023586,1.323181,769812.513018,4783652.982155,331.000000,1.273033,28.131943,4.250000,0.192459
0.050000,204.100000,153.200000,20.000000,13.000000,0.753713,0.165100,0.026538,0.023586,1.323181,769812.513018,4783652.982155,331.000000,1.273033,28.131943,4.250000,0.332635
0.150000,204.100000,153.200000,20.000000,13.000000,0.753713,0.165100,0.026538,0.023586,1.323181,769812.513018,4783652.982155,331.000000,1.273033,28.131943,4.250000,0.272900
0.300000,196.600000,145.800000,20.000000,13.000000,0.667124,0.137995,0.022401,0.019714,1.112107,751856.899646,4875651.703314,300.000000,120.963760,29.154760,4.000000,0.139707
0.050000,196.600000,145.800000,20.000000,13.000000,0.667124,0.137995,0.022401,0.019714,1.112107,751856.899646,4875651.703314,300.000000,120.963760,29.154760,4.000000,0.237233
0.150000,196.600000,145.800000,20.000000,13.000000,0.667124,0.137995,0.022401,0.019714,1.112107,751856.899646,4875651.703314,300.000000,120.963760,29.154760,4.000000,0.171807
0.150000,167.200000,124.000000,20.000000,14.000000,0.700833,0.197452,0.032909,0.031283,1.456152,818924.012778,4769112.956943,982.000000,212.005386,35.377430,5.750000,0.313832
0.300000,167.200000,124.000000,20.000000,14.000000,0.700833,0.197452,0.032909,0.031283,1.456152,818924.012778,4769112.956943,982.000000,212.005386,35.377430,5.750000,0.312753
0.565000,167.200000,124.000000,20.000000,14.000000,0.700833,0.197452,0.032909,0.031283,1.456152,818924.012778,4769112.956943,982.000000,212.005386,35.377430,5.750000,0.415786
0.050000,167.200000,124.000000,20.000000,14.000000,0.700833,0.197452,0.032909,0.031283,1.456152,818924.012778,4769112.956943,982.000000,212.005386,35.377430,5.750000,0.288164
0.600000,185.400000,139.300000,20.000000,14.000000,0.669605,0.178856,0.025551,0.026736,1.377156,833851.310444,4770165.960981,829.000000,341.565063,17.787811,3.375000,0.052747
0.050000,185.400000,139.300000,20.000000,14.000000,0.669605,0.178856,0.025551,0.026736,1.377156,833851.310444,4770165.960981,829.000000,341.565063,17.787811,3.375000,0.134111
0.150000,185.400000,139.300000,20.000000,14.000000,0.669605,0.178856,0.025551,0.026736,1.377156,833851.310444,4770165.960981,829.000000,341.565063,17.787811,3.375000,0.118310
0.300000,185.400000,139.300000,20.000000,14.000000,0.669605,0.178856,0.025551,0.026736,1.377156,833851.310444,4770165.960981,829.000000,341.565063,17.787811,3.375000,0.098915
0.050000,202.600000,155.600000,20.000000,14.000000,0.918073,0.216836,0.031930,0.036139,1.544123,851900.160709,4771442.844995,475.000000,48.406445,74.377625,10.875000,0.083157
0.150000,202.600000,155.600000,20.000000,14.000000,0.918073,0.216836,0.031930,0.036139,1.544123,851900.160709,4771442.844995,475.000000,48.406445,74.377625,10.875000,0.086414
0.300000,202.600000,155.600000,20.000000,14.000000,0.918073,0.216836,0.031930,0.036139,1.544123,851900.160709,4771442.844995,475.000000,48.406445,74.377625,10.875000,0.081517
0.600000,202.600000,155.600000,20.000000,14.000000,0.918073,0.216836,0.031930,0.036139,1.544123,851900.160709,4771442.844995,475.000000,48.406445,74.377625,10.875000,0.062769
0.600000,215.000000,168.000000,4.000000,21.000000,0.851822,0.010552,0.001759,0.001365,0.070853,650912.186404,4748775.057196,222.000000,194.036255,20.615528,5.000000,0.040348
0.050000,215.000000,168.000000,4.000000,21.000000,0.851822,0.010552,0.001759,0.001365,0.070853,650912.186404,4748775.057196,222.000000,194.036255,20.615528,5.000000,0.110236
0.150000,215.000000,168.000000,4.000000,21.000000,0.851822,0.010552,0.001759,0.001365,0.070853,650912.186404,4748775.057196,222.000000,194.036255,20.615528,5.000000,0.079625
0.300000,215.000000,168.000000,4.000000,21.000000,0.851822,0.010552,0.001759,0.001365,0.070853,650912.186404,4748775.057196,222.000000,194.036255,20.615528,5.000000,0.047451
