depth,Stmax,Stavg,EndP,MaxP,MaxV,RanV,RtUp,RtDn,TINDVI,Easting_32632,Northing_32632,elev,asp,slo,tri,Al05Fe
0.150000,158.000000,106.800000,20.000000,14.000000,0.902888,0.330942,0.047277,0.053353,2.656730,554910.778128,5084785.473847,812.000000,177.510437,71.942902,11.250000,0.452352
0.700000,158.000000,106.800000,20.000000,14.000000,0.902888,0.330942,0.047277,0.053353,2.656730,554910.778128,5084785.473847,812.000000,177.510437,71.942902,11.250000,0.128821
0.050000,106.600000,63.900000,20.000000,14.000000,0.793812,0.429110,0.071518,0.065168,3.100647,569905.431832,5084813.295057,1600.000000,81.085075,64.529549,9.500000,0.287071
0.150000,106.600000,63.900000,20.000000,14.000000,0.793812,0.429110,0.071518,0.065168,3.100647,569905.431832,5084813.295057,1600.000000,81.085075,64.529549,9.500000,0.307522
0.275000,106.600000,63.900000,20.000000,14.000000,0.793812,0.429110,0.071518,0.065168,3.100647,569905.431832,5084813.295057,1600.000000,81.085075,64.529549,9.500000,0.212791
0.050000,114.300000,69.400000,21.000000,15.000000,0.853315,0.288020,0.041146,0.044231,2.250603,584901.506961,5084815.740963,1433.000000,242.818893,51.991585,8.625000,0.551530
0.150000,114.300000,69.400000,21.000000,15.000000,0.853315,0.288020,0.041146,0.044231,2.250603,584901.506961,5084815.740963,1433.000000,242.818893,51.991585,8.625000,0.616961
0.250000,114.300000,69.400000,21.000000,15.000000,0.853315,0.288020,0.041146,0.044231,2.250603,584901.506961,5084815.740963,1433.000000,242.818893,51.991585,8.625000,0.662038
0.050000,121.900000,75.100000,20.000000,13.000000,0.904021,0.220510,0.033116,0.031501,1.702168,602916.102277,5084811.398335,1220.000000,234.963806,66.409004,11.125000,0.325299
0.150000,121.900000,75.100000,20.000000,13.000000,0.904021,0.220510,0.033116,0.031501,1.702168,602916.102277,5084811.398335,1220.000000,234.963806,66.409004,11.125000,0.406985
0.275000,121.900000,75.100000,20.000000,13.000000,0.904021,0.220510,0.033116,0.031501,1.702168,602916.102277,5084811.398335,1220.000000,234.963806,66.409004,11.125000,0.423856
0.050000,60.400000,24.800000,21.000000,15.000000,0.694670,0.475817,0.073994,0.079303,3.477447,617915.981222,5084801.285106,1853.000000,21.194054,32.846710,5.500000,0.026513
0.150000,60.400000,24.800000,21.000000,15.000000,0.694670,0.475817,0.073994,0.079303,3.477447,617915.981222,5084801.285106,1853.000000,21.194054,32.846710,5.500000,0.024856
0.250000,60.400000,24.800000,21.000000,15.000000,0.694670,0.475817,0.073994,0.079303,3.477447,617915.981222,5084801.285106,1853.000000,21.194054,32.846710,5.500000,0.142632
0.050000,144.700000,93.300000,20.000000,14.000000,0.908932,0.289328,0.041333,0.043204,2.226498,632896.283519,5084796.213765,1152.000000,114.145538,79.451241,11.750000,0.225114
0.150000,144.700000,93.300000,20.000000,14.000000,0.908932,0.289328,0.041333,0.043204,2.226498,632896.283519,5084796.213765,1152.000000,114.145538,79.451241,11.750000,0.276090
0.300000,144.700000,93.300000,20.000000,14.000000,0.908932,0.289328,0.041333,0.043204,2.226498,632896.283519,5084796.213765,1152.000000,114.145538,79.451241,11.750000,0.385711
0.475000,144.700000,93.300000,20.000000,14.000000,0.908932,0.289328,0.041333,0.043204,2.226498,632896.283519,5084796.213765,1152.000000,114.145538,79.451241,11.750000,0.436580
0.050000,140.700000,90.000000,20.000000,14.000000,0.861436,0.174528,0.027543,0.029088,1.284646,665904.447486,5084790.444808,1133.000000,270.000000,42.500000,6.375000,0.212498
0.150000,140.700000,90.000000,20.000000,14.000000,0.861436,0.174528,0.027543,0.029088,1.284646,665904.447486,5084790.444808,1133.000000,270.000000,42.500000,6.375000,0.150172
0.300000,140.700000,90.000000,20.000000,14.000000,0.861436,0.174528,0.027543,0.029088,1.284646,665904.447486,5084790.444808,1133.000000,270.000000,42.500000,6.375000,0.118663
0.460000,140.700000,90.000000,20.000000,14.000000,0.861436,0.174528,0.027543,0.029088,1.284646,665904.447486,5084790.444808,1133.000000,270.000000,42.500000,6.375000,0.043021
0.050000,183.500000,127.200000,20.000000,13.000000,0.848264,0.251777,0.038615,0.035968,1.965998,680979.478038,5084780.643440,650.000000,23.198593,71.397873,10.125000,0.373713
0.150000,183.500000,127.200000,20.000000,13.000000,0.848264,0.251777,0.038615,0.035968,1.965998,680979.478038,5084780.643440,650.000000,23.198593,71.397873,10.125000,1.315019
0.240000,183.500000,127.200000,20.000000,13.000000,0.848264,0.251777,0.038615,0.035968,1.965998,680979.478038,5084780.643440,650.000000,23.198593,71.397873,10.125000,0.877624
0.050000,147.500000,95.000000,21.000000,14.000000,0.861369,0.299635,0.046937,0.042805,2.367142,698925.856942,5084806.463922,938.000000,165.425781,64.577957,11.000000,0.224771
0.150000,147.500000,95.000000,21.000000,14.000000,0.861369,0.299635,0.046937,0.042805,2.367142,698925.856942,5084806.463922,938.000000,165.425781,64.577957,11.000000,0.241153
0.280000,147.500000,95.000000,21.000000,14.000000,0.861369,0.299635,0.046937,0.042805,2.367142,698925.856942,5084806.463922,938.000000,165.425781,64.577957,11.000000,0.298421
0.050000,139.200000,87.400000,21.000000,15.000000,0.874711,0.238101,0.034014,0.039141,1.932542,714007.513654,5084815.374821,1100.000000,266.185913,37.583241,5.625000,0.462065
0.150000,139.200000,87.400000,21.000000,15.000000,0.874711,0.238101,0.034014,0.039141,1.932542,714007.513654,5084815.374821,1100.000000,266.185913,37.583241,5.625000,0.460512
0.300000,139.200000,87.400000,21.000000,15.000000,0.874711,0.238101,0.034014,0.039141,1.932542,714007.513654,5084815.374821,1100.000000,266.185913,37.583241,5.625000,0.651036
0.500000,139.200000,87.400000,21.000000,15.000000,0.874711,0.238101,0.034014,0.039141,1.932542,714007.513654,5084815.374821,1100.000000,266.185913,37.583241,5.625000,0.620105
0.050000,115.400000,60.000000,19.000000,13.000000,0.898728,0.351866,0.058644,0.054093,2.557391,685856.875953,5193821.712370,1263.000000,57.528809,81.490028,12.500000,0.327276
0.150000,115.400000,60.000000,19.000000,13.000000,0.898728,0.351866,0.058644,0.054093,2.557391,685856.875953,5193821.712370,1263.000000,57.528809,81.490028,12.500000,0.335435
0.300000,115.400000,60.000000,19.000000,13.000000,0.898728,0.351866,0.058644,0.054093,2.557391,685856.875953,5193821.712370,1263.000000,57.528809,81.490028,12.500000,0.314388
0.525000,115.400000,60.000000,19.000000,13.000000,0.898728,0.351866,0.058644,0.054093,2.557391,685856.875953,5193821.712370,1263.000000,57.528809,81.490028,12.500000,0.288689
0.050000,75.700000,32.700000,20.000000,14.000000,0.744774,0.359797,0.059966,0.059403,2.707811,376877.373204,5070052.333654,2149.000000,183.012787,95.131485,14.250000,0.142318
0.150000,75.700000,32.700000,20.000000,14.000000,0.744774,0.359797,0.059966,0.059403,2.707811,376877.373204,5070052.333654,2149.000000,183.012787,95.131485,14.250000,0.143097
0.300000,75.700000,32.700000,20.000000,14.000000,0.744774,0.359797,0.059966,0.059403,2.707811,376877.373204,5070052.333654,2149.000000,183.012787,95.131485,14.250000,0.116114
0.480000,75.700000,32.700000,20.000000,14.000000,0.744774,0.359797,0.059966,0.059403,2.707811,376877.373204,5070052.333654,2149.000000,183.012787,95.131485,14.250000,0.081959
0.050000,173.100000,119.200000,20.000000,14.000000,0.901632,0.268063,0.042835,0.044677,1.985163,458777.975084,5069895.478667,479.000000,200.556046,21.360010,3.375000,0.479020
0.150000,173.100000,119.200000,20.000000,14.000000,0.901632,0.268063,0.042835,0.044677,1.985163,458777.975084,5069895.478667,479.000000,200.556046,21.360010,3.375000,0.535957
0.300000,173.100000,119.200000,20.000000,14.000000,0.901632,0.268063,0.042835,0.044677,1.985163,458777.975084,5069895.478667,479.000000,200.556046,21.360010,3.375000,0.417249
0.480000,173.100000,119.200000,20.000000,14.000000,0.901632,0.268063,0.042835,0.044677,1.985163,458777.975084,5069895.478667,479.000000,200.556046,21.360010,3.375000,0.309789
0.050000,173.100000,121.800000,20.000000,13.000000,0.912564,0.226337,0.036923,0.032334,1.829116,536947.062157,5069776.004349,547.000000,0.000000,7.500000,1.125000,0.315943
0.150000,173.100000,121.800000,20.000000,13.000000,0.912564,0.226337,0.036923,0.032334,1.829116,536947.062157,5069776.004349,547.000000,0.000000,7.500000,1.125000,0.349311
0.300000,173.100000,121.800000,20.000000,13.000000,0.912564,0.226337,0.036923,0.032334,1.829116,536947.062157,5069776.004349,547.000000,0.000000,7.500000,1.125000,0.329776
0.500000,173.100000,121.800000,20.000000,13.000000,0.912564,0.226337,0.036923,0.032334,1.829116,536947.062157,5069776.004349,547.000000,0.000000,7.500000,1.125000,0.317535
0.050000,165.200000,113.600000,20.000000,13.000000,0.916376,0.318933,0.049238,0.045562,2.499411,554913.663677,5069847.060969,863.000000,331.355835,84.746864,13.375000,0.415990
0.150000,165.200000,113.600000,20.000000,13.000000,0.916376,0.318933,0.049238,0.045562,2.499411,554913.663677,5069847.060969,863.000000,331.355835,84.746864,13.375000,0.350173
0.050000,161.500000,109.500000,20.000000,14.000000,0.895678,0.265115,0.037874,0.044066,2.165337,569902.334453,5069781.520377,949.000000,218.157227,22.255617,3.375000,0.378361
0.150000,161.500000,109.500000,20.000000,14.000000,0.895678,0.265115,0.037874,0.044066,2.165337,569902.334453,5069781.520377,949.000000,218.157227,22.255617,3.375000,0.382073
0.300000,161.500000,109.500000,20.000000,14.000000,0.895678,0.265115,0.037874,0.044066,2.165337,569902.334453,5069781.520377,949.000000,218.157227,22.255617,3.375000,0.393504
0.525000,161.500000,109.500000,20.000000,14.000000,0.895678,0.265115,0.037874,0.044066,2.165337,569902.334453,5069781.520377,949.000000,218.157227,22.255617,3.375000,0.351356
0.050000,181.600000,125.200000,19.000000,13.000000,0.953948,0.333076,0.054703,0.055513,2.500180,584914.465699,5069690.697437,669.000000,51.340191,48.023434,7.625000,0.216180
0.150000,181.600000,125.200000,19.000000,13.000000,0.953948,0.333076,0.054703,0.055513,2.500180,584914.465699,5069690.697437,669.000000,51.340191,48.023434,7.625000,0.221111
0.300000,181.600000,125.200000,19.000000,13.000000,0.953948,0.333076,0.054703,0.055513,2.500180,584914.465699,5069690.697437,669.000000,51.340191,48.023434,7.625000,0.160675
0.450000,181.600000,125.200000,19.000000,13.000000,0.953948,0.333076,0.054703,0.055513,2.500180,584914.465699,5069690.697437,669.000000,51.340191,48.023434,7.625000,0.173648
0.050000,171.200000,117.000000,19.000000,13.000000,0.842842,0.235783,0.039297,0.036054,1.709297,632937.347427,5069791.394412,658.000000,13.912498,70.183907,10.500000,0.135141
0.150000,171.200000,117.000000,19.000000,13.000000,0.842842,0.235783,0.039297,0.036054,1.709297,632937.347427,5069791.394412,658.000000,13.912498,70.183907,10.500000,0.138704
0.300000,171.200000,117.000000,19.000000,13.000000,0.842842,0.235783,0.039297,0.036054,1.709297,632937.347427,5069791.394412,658.000000,13.912498,70.183907,10.500000,0.131873
0.050000,157.800000,106.200000,20.000000,14.000000,0.901472,0.313212,0.044745,0.047666,2.435345,680898.349717,5069797.774002,963.000000,153.434952,69.877121,10.875000,0.299669
0.150000,157.800000,106.200000,20.000000,14.000000,0.901472,0.313212,0.044745,0.047666,2.435345,680898.349717,5069797.774002,963.000000,153.434952,69.877121,10.875000,0.262688
0.300000,157.800000,106.200000,20.000000,14.000000,0.901472,0.313212,0.044745,0.047666,2.435345,680898.349717,5069797.774002,963.000000,153.434952,69.877121,10.875000,0.190098
0.440000,157.800000,106.200000,20.000000,14.000000,0.901472,0.313212,0.044745,0.047666,2.435345,680898.349717,5069797.774002,963.000000,153.434952,69.877121,10.875000,0.083846
0.050000,90.800000,38.500000,21.000000,15.000000,0.758390,0.302694,0.043242,0.048591,2.424163,718021.517138,5177662.769180,1923.000000,24.274445,34.966503,5.500000,0.631668
0.150000,90.800000,38.500000,21.000000,15.000000,0.758390,0.302694,0.043242,0.048591,2.424163,718021.517138,5177662.769180,1923.000000,24.274445,34.966503,5.500000,1.180505
0.300000,90.800000,38.500000,21.000000,15.000000,0.758390,0.302694,0.043242,0.048591,2.424163,718021.517138,5177662.769180,1923.000000,24.274445,34.966503,5.500000,0.927652
0.050000,189.300000,133.400000,20.000000,14.000000,0.647731,0.150927,0.021561,0.024773,1.223946,602922.128571,5051811.504367,389.000000,35.362461,47.516445,7.250000,0.404255
0.150000,189.300000,133.400000,20.000000,14.000000,0.647731,0.150927,0.021561,0.024773,1.223946,602922.128571,5051811.504367,389.000000,35.362461,47.516445,7.250000,0.363211
0.300000,189.300000,133.400000,20.000000,14.000000,0.647731,0.150927,0.021561,0.024773,1.223946,602922.128571,5051811.504367,389.000000,35.362461,47.516445,7.250000,0.346899
0.475000,189.300000,133.400000,20.000000,14.000000,0.647731,0.150927,0.021561,0.024773,1.223946,602922.128571,5051811.504367,389.000000,35.362461,47.516445,7.250000,0.441174
0.050000,67.400000,19.000000,21.000000,15.000000,0.752212,0.452865,0.064695,0.067861,3.491621,733911.371646,5193746.927005,2075.000000,112.833656,77.308228,11.750000,0.536564
0.150000,67.400000,19.000000,21.000000,15.000000,0.752212,0.452865,0.064695,0.067861,3.491621,733911.371646,5193746.927005,2075.000000,112.833656,77.308228,11.750000,1.033026
0.300000,67.400000,19.000000,21.000000,15.000000,0.752212,0.452865,0.064695,0.067861,3.491621,733911.371646,5193746.927005,2075.000000,112.833656,77.308228,11.750000,0.804933
0.600000,67.400000,19.000000,21.000000,15.000000,0.752212,0.452865,0.064695,0.067861,3.491621,733911.371646,5193746.927005,2075.000000,112.833656,77.308228,11.750000,3.367249
0.050000,163.000000,112.400000,20.000000,14.000000,0.736988,0.171494,0.024499,0.028509,1.400812,650983.174795,5051861.431588,800.000000,313.152405,27.414640,3.875000,0.233077
0.150000,163.000000,112.400000,20.000000,14.000000,0.736988,0.171494,0.024499,0.028509,1.400812,650983.174795,5051861.431588,800.000000,313.152405,27.414640,3.875000,0.184667
0.275000,163.000000,112.400000,20.000000,14.000000,0.736988,0.171494,0.024499,0.028509,1.400812,650983.174795,5051861.431588,800.000000,313.152405,27.414640,3.875000,0.189845
0.050000,76.300000,25.500000,21.000000,14.000000,0.814642,0.528569,0.083656,0.075510,4.199721,749886.739561,5177821.257808,2000.000000,69.443954,53.400024,9.875000,0.378586
0.150000,76.300000,25.500000,21.000000,14.000000,0.814642,0.528569,0.083656,0.075510,4.199721,749886.739561,5177821.257808,2000.000000,69.443954,53.400024,9.875000,0.294197
0.300000,76.300000,25.500000,21.000000,14.000000,0.814642,0.528569,0.083656,0.075510,4.199721,749886.739561,5177821.257808,2000.000000,69.443954,53.400024,9.875000,0.157400
0.050000,205.300000,151.300000,19.000000,13.000000,0.341798,0.097519,0.016253,0.015884,0.729001,392340.939930,4988426.176919,246.000000,0.000000,0.000000,0.000000,0.119694
0.150000,205.300000,151.300000,19.000000,13.000000,0.341798,0.097519,0.016253,0.015884,0.729001,392340.939930,4988426.176919,246.000000,0.000000,0.000000,0.000000,0.111827
0.300000,205.300000,151.300000,19.000000,13.000000,0.341798,0.097519,0.016253,0.015884,0.729001,392340.939930,4988426.176919,246.000000,0.000000,0.000000,0.000000,0.102211
0.520000,205.300000,151.300000,19.000000,13.000000,0.341798,0.097519,0.016253,0.015884,0.729001,392340.939930,4988426.176919,246.000000,0.000000,0.000000,0.000000,0.096135
0.050000,193.400000,143.900000,18.000000,12.000000,0.612255,0.150264,0.022698,0.025044,1.083005,410480.833757,4988392.604573,321.000000,284.534454,17.432907,2.750000,0.263397
0.150000,193.400000,143.900000,18.000000,12.000000,0.612255,0.150264,0.022698,0.025044,1.083005,410480.833757,4988392.604573,321.000000,284.534454,17.432907,2.750000,0.284196
0.300000,193.400000,143.900000,18.000000,12.000000,0.612255,0.150264,0.022698,0.025044,1.083005,410480.833757,4988392.604573,321.000000,284.534454,17.432907,2.750000,0.359374
0.525000,193.400000,143.900000,18.000000,12.000000,0.612255,0.150264,0.022698,0.025044,1.083005,410480.833757,4988392.604573,321.000000,284.534454,17.432907,2.750000,0.304241
0.050000,144.600000,89.300000,19.000000,13.000000,0.928579,0.345621,0.057603,0.052314,2.493424,344955.226285,5003790.910482,1059.000000,356.423676,20.039024,3.500000,0.176053
0.150000,144.600000,89.300000,19.000000,13.000000,0.928579,0.345621,0.057603,0.052314,2.493424,344955.226285,5003790.910482,1059.000000,356.423676,20.039024,3.500000,0.152527
0.300000,144.600000,89.300000,19.000000,13.000000,0.928579,0.345621,0.057603,0.052314,2.493424,344955.226285,5003790.910482,1059.000000,356.423676,20.039024,3.500000,0.135368
0.415000,144.600000,89.300000,19.000000,13.000000,0.928579,0.345621,0.057603,0.052314,2.493424,344955.226285,5003790.910482,1059.000000,356.423676,20.039024,3.500000,0.200143
0.050000,136.000000,82.800000,20.000000,13.000000,0.920616,0.551266,0.090914,0.078752,4.482520,344873.679221,4988786.942939,1426.000000,346.759491,43.660622,6.875000,0.294107
0.150000,136.000000,82.800000,20.000000,13.000000,0.920616,0.551266,0.090914,0.078752,4.482520,344873.679221,4988786.942939,1426.000000,346.759491,43.660622,6.875000,0.274400
0.300000,136.000000,82.800000,20.000000,13.000000,0.920616,0.551266,0.090914,0.078752,4.482520,344873.679221,4988786.942939,1426.000000,346.759491,43.660622,6.875000,0.234169
0.485000,136.000000,82.800000,20.000000,13.000000,0.920616,0.551266,0.090914,0.078752,4.482520,344873.679221,4988786.942939,1426.000000,346.759491,43.660622,6.875000,0.229527
0.050000,128.700000,95.200000,20.000000,14.000000,0.914639,0.330496,0.047214,0.049648,2.551591,680889.363717,4892780.900819,1025.000000,78.023865,42.167820,6.000000,0.401116
0.150000,128.700000,95.200000,20.000000,14.000000,0.914639,0.330496,0.047214,0.049648,2.551591,680889.363717,4892780.900819,1025.000000,78.023865,42.167820,6.000000,0.475777
0.300000,128.700000,95.200000,20.000000,14.000000,0.914639,0.330496,0.047214,0.049648,2.551591,680889.363717,4892780.900819,1025.000000,78.023865,42.167820,6.000000,0.442189
0.600000,128.700000,95.200000,20.000000,14.000000,0.914639,0.330496,0.047214,0.049648,2.551591,680889.363717,4892780.900819,1025.000000,78.023865,42.167820,6.000000,0.379466
0.050000,172.700000,119.200000,19.000000,13.000000,0.957829,0.324516,0.054086,0.048827,2.334526,362917.292829,4973740.320565,925.000000,225.000000,19.445436,2.875000,0.137976
0.150000,172.700000,119.200000,19.000000,13.000000,0.957829,0.324516,0.054086,0.048827,2.334526,362917.292829,4973740.320565,925.000000,225.000000,19.445436,2.875000,0.135087
0.300000,172.700000,119.200000,19.000000,13.000000,0.957829,0.324516,0.054086,0.048827,2.334526,362917.292829,4973740.320565,925.000000,225.000000,19.445436,2.875000,0.107893
0.440000,172.700000,119.200000,19.000000,13.000000,0.957829,0.324516,0.054086,0.048827,2.334526,362917.292829,4973740.320565,925.000000,225.000000,19.445436,2.875000,0.139524
0.050000,181.000000,130.400000,20.000000,13.000000,0.821127,0.239586,0.036775,0.034227,1.871642,506928.085807,4973851.223496,456.000000,308.659790,24.011717,3.500000,0.225011
0.150000,181.000000,130.400000,20.000000,13.000000,0.821127,0.239586,0.036775,0.034227,1.871642,506928.085807,4973851.223496,456.000000,308.659790,24.011717,3.500000,0.198105
0.300000,181.000000,130.400000,20.000000,13.000000,0.821127,0.239586,0.036775,0.034227,1.871642,506928.085807,4973851.223496,456.000000,308.659790,24.011717,3.500000,0.202188
0.550000,181.000000,130.400000,20.000000,13.000000,0.821127,0.239586,0.036775,0.034227,1.871642,506928.085807,4973851.223496,456.000000,308.659790,24.011717,3.500000,0.224027
0.050000,185.300000,131.700000,20.000000,14.000000,0.930922,0.359927,0.051418,0.055328,2.814014,362866.675465,4955928.949731,789.000000,57.264774,41.608292,6.375000,0.444346
0.150000,185.300000,131.700000,20.000000,14.000000,0.930922,0.359927,0.051418,0.055328,2.814014,362866.675465,4955928.949731,789.000000,57.264774,41.608292,6.375000,0.371753
0.300000,185.300000,131.700000,20.000000,14.000000,0.930922,0.359927,0.051418,0.055328,2.814014,362866.675465,4955928.949731,789.000000,57.264774,41.608292,6.375000,0.352518
0.475000,185.300000,131.700000,20.000000,14.000000,0.930922,0.359927,0.051418,0.055328,2.814014,362866.675465,4955928.949731,789.000000,57.264774,41.608292,6.375000,0.199033
0.050000,194.200000,144.400000,19.000000,13.000000,0.735378,0.157148,0.026191,0.026036,1.184740,488919.042371,4955805.835809,230.000000,319.763641,10.643367,1.625000,0.205921
0.150000,194.200000,144.400000,19.000000,13.000000,0.735378,0.157148,0.026191,0.026036,1.184740,488919.042371,4955805.835809,230.000000,319.763641,10.643367,1.625000,0.189058
0.275000,194.200000,144.400000,19.000000,13.000000,0.735378,0.157148,0.026191,0.026036,1.184740,488919.042371,4955805.835809,230.000000,319.763641,10.643367,1.625000,0.180609
0.050000,137.200000,96.100000,20.000000,14.000000,0.943487,0.332954,0.050937,0.055492,2.414297,521898.189145,4955802.673051,994.000000,321.788971,37.385242,5.750000,0.317243
0.150000,137.200000,96.100000,20.000000,14.000000,0.943487,0.332954,0.050937,0.055492,2.414297,521898.189145,4955802.673051,994.000000,321.788971,37.385242,5.750000,0.277215
0.300000,137.200000,96.100000,20.000000,14.000000,0.943487,0.332954,0.050937,0.055492,2.414297,521898.189145,4955802.673051,994.000000,321.788971,37.385242,5.750000,0.248241
0.550000,137.200000,96.100000,20.000000,14.000000,0.943487,0.332954,0.050937,0.055492,2.414297,521898.189145,4955802.673051,994.000000,321.788971,37.385242,5.750000,0.258047
0.050000,99.500000,55.100000,20.000000,14.000000,0.844466,0.505860,0.084300,0.084310,3.824812,344858.417479,4940838.828636,1949.000000,333.711731,57.858932,9.375000,0.378586
0.150000,99.500000,55.100000,20.000000,14.000000,0.844466,0.505860,0.084300,0.084310,3.824812,344858.417479,4940838.828636,1949.000000,333.711731,57.858932,9.375000,0.349076
0.300000,99.500000,55.100000,20.000000,14.000000,0.844466,0.505860,0.084300,0.084310,3.824812,344858.417479,4940838.828636,1949.000000,333.711731,57.858932,9.375000,0.384826
0.485000,99.500000,55.100000,20.000000,14.000000,0.844466,0.505860,0.084300,0.084310,3.824812,344858.417479,4940838.828636,1949.000000,333.711731,57.858932,9.375000,0.471758
0.050000,193.900000,143.500000,20.000000,14.000000,0.896105,0.286161,0.040880,0.047262,2.328796,377826.279240,4940811.688211,504.000000,26.565052,30.745935,4.750000,0.464711
0.150000,193.900000,143.500000,20.000000,14.000000,0.896105,0.286161,0.040880,0.047262,2.328796,377826.279240,4940811.688211,504.000000,26.565052,30.745935,4.750000,0.448346
0.300000,193.900000,143.500000,20.000000,14.000000,0.896105,0.286161,0.040880,0.047262,2.328796,377826.279240,4940811.688211,504.000000,26.565052,30.745935,4.750000,0.423459
0.520000,193.900000,143.500000,20.000000,14.000000,0.896105,0.286161,0.040880,0.047262,2.328796,377826.279240,4940811.688211,504.000000,26.565052,30.745935,4.750000,0.394310
0.050000,184.000000,141.300000,20.000000,14.000000,0.837802,0.283535,0.040505,0.042349,2.182212,441049.742707,4940976.274318,460.000000,114.775139,53.691830,8.500000,0.345831
0.150000,184.000000,141.300000,20.000000,14.000000,0.837802,0.283535,0.040505,0.042349,2.182212,441049.742707,4940976.274318,460.000000,114.775139,53.691830,8.500000,0.336399
0.300000,184.000000,141.300000,20.000000,14.000000,0.837802,0.283535,0.040505,0.042349,2.182212,441049.742707,4940976.274318,460.000000,114.775139,53.691830,8.500000,0.305901
0.510000,184.000000,141.300000,20.000000,14.000000,0.837802,0.283535,0.040505,0.042349,2.182212,441049.742707,4940976.274318,460.000000,114.775139,53.691830,8.500000,0.310889
0.050000,191.400000,145.900000,19.000000,13.000000,0.870415,0.301778,0.050296,0.045525,2.173655,459011.469903,4941022.718375,361.000000,198.434952,5.929271,1.625000,0.106266
0.150000,191.400000,145.900000,19.000000,13.000000,0.870415,0.301778,0.050296,0.045525,2.173655,459011.469903,4941022.718375,361.000000,198.434952,5.929271,1.625000,0.111753
0.300000,191.400000,145.900000,19.000000,13.000000,0.870415,0.301778,0.050296,0.045525,2.173655,459011.469903,4941022.718375,361.000000,198.434952,5.929271,1.625000,0.088443
0.450000,191.400000,145.900000,19.000000,13.000000,0.870415,0.301778,0.050296,0.045525,2.173655,459011.469903,4941022.718375,361.000000,198.434952,5.929271,1.625000,0.095531
0.050000,186.000000,138.800000,20.000000,14.000000,0.914691,0.282455,0.040351,0.045534,2.267438,474370.909043,4940881.945034,320.000000,37.874985,49.882675,7.500000,0.490141
0.150000,186.000000,138.800000,20.000000,14.000000,0.914691,0.282455,0.040351,0.045534,2.267438,474370.909043,4940881.945034,320.000000,37.874985,49.882675,7.500000,0.512722
0.300000,186.000000,138.800000,20.000000,14.000000,0.914691,0.282455,0.040351,0.045534,2.267438,474370.909043,4940881.945034,320.000000,37.874985,49.882675,7.500000,0.558818
0.480000,186.000000,138.800000,20.000000,14.000000,0.914691,0.282455,0.040351,0.045534,2.267438,474370.909043,4940881.945034,320.000000,37.874985,49.882675,7.500000,0.638915
0.050000,168.700000,120.400000,20.000000,14.000000,0.916619,0.350566,0.050081,0.056591,2.816345,488937.770215,4941056.637799,516.000000,248.962494,26.115728,4.125000,0.842364
0.150000,168.700000,120.400000,20.000000,14.000000,0.916619,0.350566,0.050081,0.056591,2.816345,488937.770215,4941056.637799,516.000000,248.962494,26.115728,4.125000,0.810246
0.300000,168.700000,120.400000,20.000000,14.000000,0.916619,0.350566,0.050081,0.056591,2.816345,488937.770215,4941056.637799,516.000000,248.962494,26.115728,4.125000,0.827267
0.440000,168.700000,120.400000,20.000000,14.000000,0.916619,0.350566,0.050081,0.056591,2.816345,488937.770215,4941056.637799,516.000000,248.962494,26.115728,4.125000,0.885202
0.050000,184.600000,137.000000,20.000000,14.000000,0.894170,0.261255,0.043542,0.042861,1.960023,554896.667428,4940786.328623,500.000000,49.969742,20.406034,3.000000,0.615849
0.150000,184.600000,137.000000,20.000000,14.000000,0.894170,0.261255,0.043542,0.042861,1.960023,554896.667428,4940786.328623,500.000000,49.969742,20.406034,3.000000,0.550107
0.300000,184.600000,137.000000,20.000000,14.000000,0.894170,0.261255,0.043542,0.042861,1.960023,554896.667428,4940786.328623,500.000000,49.969742,20.406034,3.000000,0.496843
0.600000,184.600000,137.000000,20.000000,14.000000,0.894170,0.261255,0.043542,0.042861,1.960023,554896.667428,4940786.328623,500.000000,49.969742,20.406034,3.000000,0.373675
0.050000,170.200000,125.400000,20.000000,14.000000,0.870908,0.296407,0.045580,0.049401,2.154598,569928.268864,4940777.003318,541.000000,77.005386,8.338540,1.375000,0.289690
0.150000,170.200000,125.400000,20.000000,14.000000,0.870908,0.296407,0.045580,0.049401,2.154598,569928.268864,4940777.003318,541.000000,77.005386,8.338540,1.375000,0.263186
0.300000,170.200000,125.400000,20.000000,14.000000,0.870908,0.296407,0.045580,0.049401,2.154598,569928.268864,4940777.003318,541.000000,77.005386,8.338540,1.375000,0.261369
0.600000,170.200000,125.400000,20.000000,14.000000,0.870908,0.296407,0.045580,0.049401,2.154598,569928.268864,4940777.003318,541.000000,77.005386,8.338540,1.375000,0.163580
0.050000,84.100000,43.000000,20.000000,14.000000,0.916414,0.655707,0.093672,0.099208,5.082140,345066.517423,4925520.846016,1730.000000,311.877869,48.685856,7.625000,0.205084
0.150000,84.100000,43.000000,20.000000,14.000000,0.916414,0.655707,0.093672,0.099208,5.082140,345066.517423,4925520.846016,1730.000000,311.877869,48.685856,7.625000,0.113442
0.220000,84.100000,43.000000,20.000000,14.000000,0.916414,0.655707,0.093672,0.099208,5.082140,345066.517423,4925520.846016,1730.000000,311.877869,48.685856,7.625000,0.117687
0.050000,182.500000,130.900000,20.000000,13.000000,0.903686,0.318674,0.052917,0.045525,2.601344,362942.539336,4926199.983265,830.000000,75.465546,34.865814,5.625000,0.245567
