Easting,Northing
424471.299190,4533079.035009
424471.299190,4533084.035009
424471.299190,4533089.035009
424471.299190,4533094.035009
424471.299190,4533099.035009
424471.299190,4533104.035009
424471.299190,4533109.035009
424471.299190,4533114.035009
424471.299190,4533119.035009
424471.299190,4533124.035009
424471.299190,4533129.035009
424471.299190,4533134.035009
424471.299190,4533139.035009
424471.299190,4533144.035009
424471.299190,4533149.035009
424471.299190,4533154.035009
424471.299190,4533159.035009
424471.299190,4533164.035009
424471.299190,4533169.035009
424471.299190,4533174.035009
424471.299190,4533179.035009
424471.299190,4533184.035009
424471.299190,4533189.035009
424471.299190,4533194.035009
424471.299190,4533199.035009
424471.299190,4533204.035009
424471.299190,4533209.035009
424471.299190,4533214.035009
424471.299190,4533219.035009
424471.299190,4533224.035009
424471.299190,4533229.035009
424471.299190,4533234.035009
424471.299190,4533239.035009
424471.299190,4533244.035009
424471.299190,4533249.035009
424471.299190,4533254.035009
424471.299190,4533259.035009
424471.299190,4533264.035009
424471.299190,4533269.035009
424471.299190,4533274.035009
424471.299190,4533279.035009
424471.299190,4533284.035009
424471.299190,4533289.035009
424471.299190,4533294.035009
424471.299190,4533299.035009
424471.299190,4533304.035009
424476.299190,4533089.035009
424476.299190,4533094.035009
424476.299190,4533099.035009
424476.299190,4533104.035009
424476.299190,4533109.035009
424476.299190,4533114.035009
424476.299190,4533119.035009
424476.299190,4533124.035009
424476.299190,4533129.035009
424476.299190,4533134.035009
424476.299190,4533139.035009
424476.299190,4533144.035009
424476.299190,4533149.035009
424476.299190,4533154.035009
424476.299190,4533159.035009
424476.299190,4533164.035009
424476.299190,4533169.035009
424476.299190,4533174.035009
424476.299190,4533179.035009
424476.299190,4533184.035009
424476.299190,4533189.035009
424476.299190,4533194.035009
424476.299190,4533199.035009
424476.299190,4533204.035009
424476.299190,4533209.035009
424476.299190,4533214.035009
424476.299190,4533219.035009
424476.299190,4533224.035009
424476.299190,4533229.035009
424476.299190,4533234.035009
424476.299190,4533239.035009
424476.299190,4533244.035009
424476.299190,4533249.035009
424476.299190,4533254.035009
424476.299190,4533259.035009
424476.299190,4533264.035009
424476.299190,4533269.035009
424476.299190,4533274.035009
424476.299190,4533279.035009
424476.299190,4533284.035009
424476.299190,4533289.035009
424476.299190,4533294.035009
424476.299190,4533299.035009
424476.299190,4533304.035009
424481.299190,4533109.035009
424481.299190,4533114.035009
424481.299190,4533119.035009
424481.299190,4533124.035009
424481.299190,4533129.035009
424481.299190,4533134.035009
424481.299190,4533139.035009
424481.299190,4533144.035009
424481.299190,4533149.035009
424481.299190,4533154.035009
424481.299190,4533159.035009
424481.299190,4533164.035009
424481.299190,4533169.035009
424481.299190,4533174.035009
424481.299190,4533179.035009
424481.299190,4533184.035009
424481.299190,4533189.035009
424481.299190,4533194.035009
424481.299190,4533199.035009
424481.299190,4533204.035009
424481.299190,4533209.035009
424481.299190,4533214.035009
424481.299190,4533219.035009
424481.299190,4533224.035009
424481.299190,4533229.035009
424481.299190,4533234.035009
424481.299190,4533239.035009
424481.299190,4533244.035009
424481.299190,4533249.035009
424481.299190,4533254.035009
424481.299190,4533259.035009
424481.299190,4533264.035009
424481.299190,4533269.035009
424481.299190,4533274.035009
424481.299190,4533279.035009
424481.299190,4533284.035009
424481.299190,4533289.035009
424481.299190,4533294.035009
424481.299190,4533299.035009
424486.299190,4533129.035009
424486.299190,4533134.035009
424486.299190,4533139.035009
424486.299190,4533144.035009
424486.299190,4533149.035009
424486.299190,4533154.035009
424486.299190,4533159.035009
424486.299190,4533164.035009
424486.299190,4533169.035009
424486.299190,4533174.035009
424486.299190,4533179.035009
424486.299190,4533184.035009
424486.299190,4533189.035009
424486.299190,4533194.035009
424486.299190,4533199.035009
424486.299190,4533204.035009
424486.299190,4533209.035009
424486.299190,4533214.035009
424486.299190,4533219.035009
424486.299190,4533224.035009
424486.299190,4533229.035009
424486.299190,4533234.035009
424486.299190,4533239.035009
424486.299190,4533244.035009
424486.299190,4533249.035009
424486.299190,4533254.035009
424486.299190,4533259.035009
424486.299190,4533264.035009
424486.299190,4533269.035009
424486.299190,4533274.035009
424486.299190,4533279.035009
424486.299190,4533284.035009
424486.299190,4533289.035009
424486.299190,4533294.035009
424491.299190,4533154.035009
424491.299190,4533159.035009
424491.299190,4533164.035009
424491.299190,4533169.035009
424491.299190,4533174.035009
424491.299190,4533179.035009
424491.299190,4533184.035009
424491.299190,4533189.035009
424491.299190,4533194.035009
424491.299190,4533199.035009
424491.299190,4533204.035009
424491.299190,4533209.035009
424491.299190,4533214.035009
424491.299190,4533219.035009
424491.299190,4533224.035009
424491.299190,4533229.035009
424491.299190,4533234.035009
424491.299190,4533239.035009
424491.299190,4533244.035009
424491.299190,4533249.035009
424491.299190,4533254.035009
424491.299190,4533259.035009
424491.299190,4533264.035009
424491.299190,4533269.035009
424491.299190,4533274.035009
424491.299190,4533279.035009
424491.299190,4533284.035009
424491.299190,4533289.035009
424491.299190,4533294.035009
424496.299190,4533174.035009
424496.299190,4533179.035009
424496.299190,4533184.035009
424496.299190,4533189.035009
424496.299190,4533194.035009
424496.299190,4533199.035009
424496.299190,4533204.035009
424496.299190,4533209.035009
424496.299190,4533214.035009
424496.299190,4533219.035009
424496.299190,4533224.035009
424496.299190,4533229.035009
424496.299190,4533234.035009
424496.299190,4533239.035009
424496.299190,4533244.035009
424496.299190,4533249.035009
424496.299190,4533254.035009
424496.299190,4533259.035009
424496.299190,4533264.035009
424496.299190,4533269.035009
424496.299190,4533274.035009
424496.299190,4533279.035009
424496.299190,4533284.035009
424496.299190,4533289.035009
424501.299190,4533199.035009
424501.299190,4533204.035009
424501.299190,4533209.035009
424501.299190,4533214.035009
424501.299190,4533219.035009
424501.299190,4533224.035009
424501.299190,4533229.035009
424501.299190,4533234.035009
424501.299190,4533239.035009
424501.299190,4533244.035009
424501.299190,4533249.035009
424501.299190,4533254.035009
424501.299190,4533259.035009
424501.299190,4533264.035009
424501.299190,4533269.035009
424501.299190,4533274.035009
424501.299190,4533279.035009
424501.299190,4533284.035009
424506.299190,4533219.035009
424506.299190,4533224.035009
424506.299190,4533229.035009
424506.299190,4533234.035009
424506.299190,4533239.035009
424506.299190,4533244.035009
424506.299190,4533249.035009
424506.299190,4533254.035009
424506.299190,4533259.035009
424506.299190,4533264.035009
424506.299190,4533269.035009
424506.299190,4533274.035009
424506.299190,4533279.035009
424506.299190,4533284.035009
424511.299190,4533244.035009
424511.299190,4533249.035009
424511.299190,4533254.035009
424511.299190,4533259.035009
424511.299190,4533264.035009
424511.299190,4533269.035009
424511.299190,4533274.035009
424511.299190,4533279.035009
424516.299190,4533264.035009
424516.299190,4533269.035009
424516.299190,4533274.035009
